ID,age,workclass,marital_status,sex,hours_per_week,capital,income
2405,34,Private,Married-civ-spouse,Male,40,29322.556034799512,<=50K
2406,48,Private,Married-civ-spouse,Male,40,29155.301121069388,>50K
2407,42,Private,Married-civ-spouse,Female,40,35412.77829816698,<=50K
2408,45,Private,Never-married,Male,40,43645.39446610506,<=50K
2409,27,Private,Never-married,Male,40,35601.07398007314,<=50K
2410,51,Private,Married-civ-spouse,Male,40,31818.21078399135,<=50K
2411,36,Local-gov,Divorced,Female,50,48770.155398505194,<=50K
2412,33,Private,Never-married,Male,40,23199.463278439423,<=50K
2413,50,Private,Never-married,Male,40,25054.07523998987,<=50K
2414,44,Private,Divorced,Male,50,24948.586495117732,>50K
2415,39,Local-gov,Married-civ-spouse,Male,40,23367.063059230994,>50K
2416,55,Self-emp-not-inc,Married-civ-spouse,Male,25,32948.48857251228,<=50K
2417,24,Private,Never-married,Female,40,,<=50K
2418,35,Private,Never-married,Male,40,28036.73107609299,<=50K
2419,32,Self-emp-not-inc,Married-civ-spouse,Male,40,32164.885914149818,<=50K
2420,66,,Married-civ-spouse,Male,40,30584.860294824415,>50K
2421,68,Private,Widowed,Female,30,47526.729925523425,<=50K
2422,29,Private,Married-civ-spouse,Male,50,26862.931267558724,<=50K
2423,24,Self-emp-not-inc,Never-married,Male,40,,<=50K
2424,61,Private,Married-civ-spouse,Male,40,50330.9856671283,<=50K
2425,34,Private,Married-civ-spouse,Male,44,33673.15566859413,>50K
2426,55,Self-emp-inc,Married-civ-spouse,Male,35,35922.97289951903,>50K
2427,20,,Never-married,Male,36,,<=50K
2428,41,Private,Never-married,Female,40,24649.46711754996,<=50K
2429,36,Self-emp-not-inc,Married-civ-spouse,Male,50,26218.821408024305,<=50K
2430,60,Private,Married-civ-spouse,Male,40,35289.051100622055,>50K
2431,61,Self-emp-not-inc,Married-civ-spouse,Male,50,27797.833990677842,>50K
2432,35,Private,Married-civ-spouse,Male,35,31514.07556788195,<=50K
2433,42,State-gov,Married-civ-spouse,Male,50,32052.956846815294,>50K
2434,26,Private,Never-married,Male,40,50280.83832636144,<=50K
2435,44,Local-gov,Never-married,Female,40,32574.21523283792,<=50K
2436,31,State-gov,Never-married,Male,25,24954.707436219316,<=50K
2437,39,State-gov,Never-married,Male,40,32803.546002034935,<=50K
2438,20,Private,Never-married,Female,24,,<=50K
2439,32,Self-emp-inc,Married-civ-spouse,Male,40,44043.97294379346,<=50K
2440,32,Self-emp-not-inc,Married-civ-spouse,Male,40,46955.79403847389,<=50K
2441,61,Private,Married-civ-spouse,Male,20,44042.59723267329,<=50K
2442,54,Local-gov,Divorced,Female,40,31310.53565407127,<=50K
2443,23,Private,Never-married,Male,40,,<=50K
2444,19,Private,Never-married,Male,20,,<=50K
2445,31,Private,Married-civ-spouse,Male,40,28372.877548246466,<=50K
2446,35,Private,Married-civ-spouse,Male,40,30676.00403960479,<=50K
2447,29,Private,Divorced,Female,25,26848.693927097884,<=50K
2448,29,Local-gov,Never-married,Female,40,25376.117629693457,<=50K
2449,25,Private,Separated,Female,25,,<=50K
2450,46,Private,Divorced,Female,40,23583.286108655142,<=50K
2451,35,Private,Never-married,Female,30,30327.130719418336,<=50K
2452,20,Private,Never-married,Male,40,,<=50K
2453,24,Self-emp-not-inc,Married-civ-spouse,Female,40,,<=50K
2454,48,Private,Divorced,Female,37,32074.112513648637,<=50K
2455,37,Private,Divorced,Female,40,35381.53703670353,<=50K
2456,60,Self-emp-not-inc,Married-civ-spouse,Male,40,24705.968679527876,<=50K
2457,39,Private,Married-civ-spouse,Male,40,26327.48719648623,<=50K
2458,29,Local-gov,Separated,Female,38,44451.20418842164,<=50K
2459,31,Self-emp-not-inc,Divorced,Male,20,27067.608530514834,<=50K
2460,38,Private,Married-civ-spouse,Male,40,51278.98429044579,>50K
2461,26,Self-emp-not-inc,Never-married,Male,40,21971.645418501994,<=50K
2462,64,Private,Married-civ-spouse,Male,40,27809.080893959475,>50K
2463,46,Private,Divorced,Male,40,34068.846454791434,<=50K
2464,69,,Married-civ-spouse,Male,20,32718.244879857397,<=50K
2465,39,Private,Married-civ-spouse,Male,44,26821.564071712164,>50K
2466,48,Private,Divorced,Female,50,20475.375139218057,<=50K
2467,46,Private,Divorced,Female,40,32056.515669739405,<=50K
2468,42,Private,Divorced,Male,40,34593.152388770686,<=50K
2469,39,Self-emp-not-inc,Married-civ-spouse,Female,50,26348.937766749226,>50K
2470,50,Federal-gov,Married-civ-spouse,Male,40,32971.91479003114,>50K
2471,24,Private,Never-married,Female,40,,<=50K
2472,30,Private,Married-civ-spouse,Female,40,25090.6432419533,>50K
2473,39,Self-emp-inc,Married-civ-spouse,Male,50,32802.78753973223,>50K
2474,29,Self-emp-not-inc,Married-civ-spouse,Male,40,31464.502330451785,<=50K
2475,23,Private,Never-married,Female,38,,<=50K
2476,21,,Never-married,Male,40,,<=50K
2477,32,Private,Separated,Male,40,25526.148538494173,<=50K
2478,69,Self-emp-inc,Married-civ-spouse,Male,30,21525.995026989684,<=50K
2479,55,Private,Separated,Male,40,29381.756116744884,<=50K
2480,41,Private,Married-civ-spouse,Male,50,32783.11063585518,<=50K
2481,44,Self-emp-inc,Married-civ-spouse,Male,50,45771.74752433594,>50K
2482,18,Private,Never-married,Male,40,,<=50K
2483,74,Self-emp-not-inc,Married-civ-spouse,Male,20,49576.551970500164,<=50K
2484,40,Private,Married-civ-spouse,Male,40,42919.3108614074,>50K
2485,27,Private,Married-civ-spouse,Male,40,22970.079210832348,<=50K
2486,75,,Married-civ-spouse,Male,20,29318.089827347285,<=50K
2487,55,Private,Divorced,Female,40,19679.521517693654,<=50K
2488,52,Self-emp-not-inc,Married-civ-spouse,Male,40,43542.857713116995,<=50K
2489,54,Private,Divorced,Female,48,33430.40471662145,<=50K
2490,36,Private,Divorced,Male,48,19403.001676735432,<=50K
2491,76,,Married-civ-spouse,Male,20,28372.255272952214,<=50K
2492,26,Private,Never-married,Female,40,25199.685200842097,<=50K
2493,18,Private,Never-married,Male,20,,<=50K
2494,38,Private,Divorced,Male,50,23733.08321710588,<=50K
2495,50,Private,Married-civ-spouse,Male,40,33314.70518820732,>50K
2496,19,,Never-married,Female,25,,<=50K
2497,32,Private,Married-civ-spouse,Male,50,23643.289003324044,>50K
2498,57,Private,Married-civ-spouse,Male,40,35760.98299970232,>50K
2499,20,Private,Never-married,Male,40,,<=50K
2500,27,Private,Never-married,Female,40,22925.820768259942,<=50K
2501,31,Self-emp-not-inc,Married-spouse-absent,Male,50,45404.5476575757,<=50K
2502,60,Private,Divorced,Female,40,28162.319549910277,<=50K
2503,52,Private,Divorced,Female,50,43461.58246344562,<=50K
2504,61,Private,Married-civ-spouse,Male,40,31236.500724829595,<=50K
2505,57,Self-emp-not-inc,Widowed,Male,50,26572.153614012597,>50K
2506,19,,Never-married,Male,40,,<=50K
2507,59,Self-emp-not-inc,Married-civ-spouse,Male,25,27955.6381720229,<=50K
2508,34,Self-emp-not-inc,Never-married,Male,45,34660.513551558724,>50K
2509,31,Private,Married-civ-spouse,Male,50,27508.253060397557,>50K
2510,42,Private,Divorced,Male,35,33111.49463891621,<=50K
2511,70,Private,Never-married,Female,20,30858.07730105262,<=50K
2512,47,Private,Married-civ-spouse,Male,40,30864.660532043068,>50K
2513,47,,Married-civ-spouse,Male,40,24481.923866573772,<=50K
2514,29,Private,Married-civ-spouse,Male,45,29756.63079025829,>50K
2515,27,Private,Never-married,Male,40,28348.61159932024,<=50K
2516,25,Private,Married-civ-spouse,Female,40,,<=50K
2517,51,Private,Married-civ-spouse,Male,50,27424.871129413346,>50K
2518,28,Private,Never-married,Female,40,29819.327831366307,<=50K
2519,35,Private,Married-civ-spouse,Male,40,28440.535957329055,<=50K
2520,36,Self-emp-not-inc,Married-civ-spouse,Male,50,19783.298260500087,>50K
2521,54,,Never-married,Female,40,29015.37895078061,<=50K
2522,46,Private,Married-civ-spouse,Male,40,20030.87017171141,<=50K
2523,52,Private,Separated,Female,35,27194.44680641891,<=50K
2524,65,Private,Married-civ-spouse,Male,40,22977.850526574475,<=50K
2525,43,Private,Divorced,Male,40,52768.615241362495,<=50K
2526,41,Local-gov,Divorced,Female,40,44197.49799700012,<=50K
2527,34,Private,Never-married,Female,45,33861.8278487967,<=50K
2528,47,Self-emp-not-inc,Married-civ-spouse,Male,30,27202.90667744451,<=50K
2529,49,Federal-gov,Never-married,Male,50,45876.96467532894,>50K
2530,21,Private,Never-married,Female,25,,<=50K
2531,20,Private,Never-married,Female,25,,<=50K
2532,18,Local-gov,Never-married,Male,40,,<=50K
2533,27,Private,Never-married,Male,40,29610.456741450613,<=50K
2534,34,Self-emp-not-inc,Married-civ-spouse,Male,50,27910.448501970815,<=50K
2535,38,Private,Divorced,Female,40,24141.402668943345,<=50K
2536,24,Private,Never-married,Male,40,,<=50K
2537,34,Private,Never-married,Male,50,30936.15643104575,<=50K
2538,47,Private,Married-civ-spouse,Male,50,25303.837457767277,>50K
2539,27,Federal-gov,Separated,Female,40,23453.224846614045,<=50K
2540,63,Private,Widowed,Female,20,54991.64947601495,<=50K
2541,34,Private,Married-civ-spouse,Male,40,34881.72609285107,>50K
2542,25,Private,Married-spouse-absent,Male,50,,<=50K
2543,54,Private,Widowed,Male,40,30904.750284380807,<=50K
2544,19,,Never-married,Female,35,,<=50K
2545,35,Private,Divorced,Female,50,25875.66349706568,<=50K
2546,24,Private,Married-civ-spouse,Male,50,,>50K
2547,26,Private,Never-married,Female,35,28069.255333712223,<=50K
2548,59,Local-gov,Divorced,Female,40,33894.61110425785,<=50K
2549,43,Private,Married-spouse-absent,Female,40,32457.156754707168,<=50K
2550,20,Private,Never-married,Female,40,,<=50K
2551,41,Private,Married-civ-spouse,Male,40,25750.178073263087,<=50K
2552,51,Private,Married-civ-spouse,Male,40,23191.1731065555,<=50K
2553,27,Private,Never-married,Female,40,26350.51173883094,<=50K
2554,36,Private,Married-civ-spouse,Male,40,28469.453390171184,<=50K
2555,25,Private,Never-married,Male,50,,<=50K
2556,55,Private,Married-civ-spouse,Male,50,20910.46280139194,>50K
2557,22,Local-gov,Never-married,Female,21,,<=50K
2558,58,State-gov,Married-civ-spouse,Male,40,29833.15561915871,<=50K
2559,43,Private,Married-civ-spouse,Female,20,50856.06801626478,<=50K
2560,39,Private,Married-civ-spouse,Female,20,30296.721134347237,>50K
2561,40,Private,Never-married,Female,40,25943.39701750425,<=50K
2562,46,Private,Divorced,Male,45,27712.66665518282,<=50K
2563,54,Federal-gov,Never-married,Female,20,35222.80999472865,<=50K
2564,19,Private,Never-married,Male,30,,<=50K
2565,24,Private,Married-civ-spouse,Male,40,,<=50K
2566,53,,Married-civ-spouse,Male,40,35570.18206899367,<=50K
2567,24,State-gov,Never-married,Male,20,,<=50K
2568,29,Self-emp-not-inc,Never-married,Male,50,30136.747408635852,<=50K
2569,56,Self-emp-inc,Married-civ-spouse,Male,50,23195.51935266388,>50K
2570,54,,Married-civ-spouse,Male,40,33171.59320658836,>50K
2571,21,,Never-married,Female,30,,<=50K
2572,34,Private,Separated,Male,40,29485.893015798785,<=50K
2573,56,Private,Divorced,Female,40,23883.536178467017,<=50K
2574,34,Private,Married-civ-spouse,Male,50,25330.596259613685,>50K
2575,19,Private,Never-married,Female,40,,<=50K
2576,32,Self-emp-inc,Married-civ-spouse,Male,50,44694.614072158845,>50K
2577,48,Private,Divorced,Female,50,27328.941698511717,<=50K
2578,67,,Married-civ-spouse,Male,40,33972.23464617902,>50K
2579,47,Private,Married-civ-spouse,Male,25,50176.5794025721,<=50K
2580,52,Private,Married-civ-spouse,Male,50,20196.85560408905,>50K
2581,40,Private,Married-spouse-absent,Female,40,29900.954344563936,<=50K
2582,28,Private,Married-civ-spouse,Male,50,13934.54235751236,<=50K
2583,41,Private,Married-civ-spouse,Male,50,28818.874822802296,>50K
2584,57,Private,Divorced,Male,40,21307.201850355636,<=50K
2585,51,Private,Divorced,Female,40,31339.79298389671,<=50K
2586,26,,Never-married,Female,35,29799.74694944535,<=50K
2587,36,Private,Married-civ-spouse,Male,45,29046.540549643436,<=50K
2588,33,Private,Married-civ-spouse,Male,50,31061.124341819774,>50K
2589,46,Private,Married-civ-spouse,Male,45,26086.150966141955,>50K
2590,50,Private,Divorced,Female,40,24205.975009721165,<=50K
2591,33,Private,Married-spouse-absent,Male,40,25044.468616636517,<=50K
2592,77,Self-emp-not-inc,Never-married,Male,20,34259.5062824946,<=50K
2593,39,Private,Never-married,Male,50,27100.263442849748,>50K
2594,67,,Widowed,Male,20,35546.21737614458,<=50K
2595,35,Private,Divorced,Female,24,34686.71238690841,<=50K
2596,23,Private,Never-married,Female,40,,<=50K
2597,37,Private,Divorced,Female,45,24868.63713263858,>50K
2598,41,Private,Married-civ-spouse,Male,50,25660.244229214517,>50K
2599,60,Private,Married-civ-spouse,Male,35,20568.452514354758,>50K
2600,32,Private,Never-married,Male,50,35474.04126420646,<=50K
2601,56,Federal-gov,Married-civ-spouse,Male,40,23669.0041413057,<=50K
2602,45,State-gov,Divorced,Female,40,23823.679248212153,<=50K
2603,24,Private,Divorced,Female,45,,>50K
2604,18,Private,Never-married,Male,27,,<=50K
2605,31,Private,Married-civ-spouse,Male,40,26902.417886889194,<=50K
2606,21,,Never-married,Male,50,,<=50K
2607,45,Private,Married-civ-spouse,Male,50,30733.418659775085,>50K
2608,23,Private,Never-married,Female,40,,<=50K
2609,45,State-gov,Married-civ-spouse,Male,40,24713.16691568935,<=50K
2610,18,Private,Never-married,Female,25,,<=50K
2611,25,Private,Married-civ-spouse,Male,30,,<=50K
2612,31,State-gov,Married-civ-spouse,Male,40,26325.294248930993,<=50K
2613,19,Private,Never-married,Male,45,,<=50K
2614,41,Private,Married-civ-spouse,Male,40,29933.39223045615,>50K
2615,74,Private,Widowed,Female,20,45444.438514009096,<=50K
2616,27,Private,Never-married,Male,40,35438.39397463792,<=50K
2617,23,Private,Never-married,Female,40,,<=50K
2618,31,Private,Married-civ-spouse,Male,40,25575.892752044296,>50K
2619,40,Self-emp-inc,Married-civ-spouse,Male,40,48234.42554442515,<=50K
2620,41,Federal-gov,Married-civ-spouse,Male,40,25150.747237831853,>50K
2621,25,Private,Never-married,Male,20,,<=50K
2622,42,Private,Married-civ-spouse,Male,50,27661.360224868306,<=50K
2623,24,Private,Never-married,Female,40,,<=50K
2624,42,Private,Married-civ-spouse,Male,50,23669.541397043264,>50K
2625,45,Self-emp-not-inc,Married-civ-spouse,Male,50,26578.64696346552,<=50K
2626,52,Federal-gov,Married-civ-spouse,Male,40,29963.70514720191,>50K
2627,34,Private,Divorced,Male,40,24668.24233290994,<=50K
2628,32,Private,Never-married,Male,50,29954.344524564614,<=50K
2629,54,Private,Married-civ-spouse,Male,45,28597.710246863287,<=50K
2630,42,Federal-gov,Never-married,Male,40,33928.88663444704,<=50K
2631,32,Private,Married-civ-spouse,Male,40,27384.568606586752,>50K
2632,40,,Married-civ-spouse,Female,20,23518.144932531064,<=50K
2633,55,Self-emp-inc,Married-civ-spouse,Male,50,46363.0476533853,>50K
2634,66,,Never-married,Male,30,28843.606885541547,<=50K
2635,52,State-gov,Married-civ-spouse,Male,40,35927.99355436552,<=50K
2636,21,State-gov,Never-married,Female,20,,<=50K
2637,33,Private,Married-civ-spouse,Female,40,27125.462727083264,>50K
2638,52,,Married-civ-spouse,Male,50,34018.2179688943,>50K
2639,28,Private,Never-married,Female,40,33283.95169701591,<=50K
2640,27,Self-emp-not-inc,Married-civ-spouse,Male,40,28000.017309454593,<=50K
2641,42,Local-gov,Divorced,Female,50,31039.547004182008,<=50K
2642,27,Self-emp-inc,Never-married,Female,45,46510.65900314937,<=50K
2643,47,Private,Married-civ-spouse,Male,40,35368.75757076006,>50K
2644,19,Private,Never-married,Female,40,,<=50K
2645,46,Private,Married-civ-spouse,Male,40,24901.465650826143,<=50K
2646,55,Self-emp-not-inc,Widowed,Female,25,28601.36695908997,<=50K
2647,50,Private,Married-civ-spouse,Male,49,28858.080667226062,<=50K
2648,32,Private,Never-married,Female,50,30092.333714828583,<=50K
2649,28,Private,Married-civ-spouse,Female,40,29471.162174568857,<=50K
2650,23,Private,Never-married,Female,40,,<=50K
2651,43,Private,Married-spouse-absent,Male,50,32256.772141525213,<=50K
2652,34,Private,Married-civ-spouse,Male,40,32759.725917428837,>50K
2653,19,Private,Never-married,Male,40,,<=50K
2654,37,Private,Married-civ-spouse,Male,50,34817.319855679074,<=50K
2655,27,Private,Never-married,Female,40,27645.772934518543,<=50K
2656,18,Private,Never-married,Female,24,,<=50K
2657,31,Private,Widowed,Female,40,24719.696919951617,<=50K
2658,49,Private,Married-civ-spouse,Male,50,43225.87735064876,<=50K
2659,26,Federal-gov,Married-civ-spouse,Male,50,44792.28400075381,<=50K
2660,48,Private,Married-civ-spouse,Male,45,26162.973696968125,>50K
2661,39,Private,Married-civ-spouse,Male,40,31919.796524113568,<=50K
2662,41,Private,Separated,Female,40,34716.79248862138,<=50K
2663,48,State-gov,Divorced,Female,50,22992.105412407793,>50K
2664,40,Private,Divorced,Female,40,44438.46839907394,>50K
2665,70,Private,Married-civ-spouse,Male,50,31837.05864765303,>50K
2666,20,Private,Never-married,Male,43,,<=50K
2667,38,Private,Married-civ-spouse,Male,50,30548.809361693635,<=50K
2668,37,Self-emp-not-inc,Separated,Female,40,41815.51546441641,<=50K
2669,49,Private,Widowed,Female,40,23643.94573376467,>50K
2670,51,Private,Married-civ-spouse,Male,40,31450.33892412164,>50K
2671,43,Private,Never-married,Male,40,33596.96719148346,<=50K
2672,38,Private,Never-married,Male,50,29261.42464714442,<=50K
2673,18,,Never-married,Male,36,,<=50K
2674,23,Private,Never-married,Male,25,,<=50K
2675,34,Private,Married-civ-spouse,Male,40,35173.39103050322,<=50K
2676,62,,Married-civ-spouse,Male,24,25427.96157968823,<=50K
2677,33,Private,Never-married,Male,40,29419.628118613557,<=50K
2678,31,Private,Never-married,Female,45,22163.73497405758,<=50K
2679,64,Private,Widowed,Female,40,31175.989423746007,<=50K
2680,26,Local-gov,Married-civ-spouse,Male,28,35886.9399536776,<=50K
2681,55,Private,Married-civ-spouse,Male,40,30758.072025249385,<=50K
2682,61,Local-gov,Married-spouse-absent,Male,40,26122.524715380252,<=50K
2683,37,Private,Married-civ-spouse,Male,40,34125.53653785937,>50K
2684,78,Local-gov,Married-civ-spouse,Male,20,23533.43458857147,<=50K
2685,27,Federal-gov,Never-married,Female,40,32233.70581680721,<=50K
2686,49,Private,Divorced,Male,42,27341.62514603627,<=50K
2687,55,State-gov,Married-civ-spouse,Male,45,31512.70865224726,>50K
2688,42,Private,Married-civ-spouse,Male,50,25221.158953644845,<=50K
2689,22,,Never-married,Female,40,,<=50K
2690,61,Private,Married-civ-spouse,Male,40,17455.83303880877,<=50K
2691,64,Self-emp-not-inc,Married-civ-spouse,Male,20,30623.638019476683,<=50K
2692,46,Local-gov,Married-civ-spouse,Male,40,29002.1180280363,<=50K
2693,24,Private,Never-married,Male,40,,<=50K
2694,27,Private,Married-civ-spouse,Male,50,25554.480573199147,<=50K
2695,47,Private,Married-civ-spouse,Male,50,23289.29771691139,>50K
2696,18,Private,Divorced,Male,20,,<=50K
2697,48,Private,Married-civ-spouse,Male,50,35283.53758018115,<=50K
2698,50,Self-emp-not-inc,Divorced,Male,40,33553.189238883395,<=50K
2699,40,State-gov,Divorced,Female,45,32018.460510354635,<=50K
2700,56,Self-emp-not-inc,Divorced,Male,40,30441.43618118771,<=50K
2701,34,Private,Never-married,Female,40,30392.884629764107,<=50K
2702,56,Federal-gov,Married-civ-spouse,Male,40,28205.59611585198,<=50K
2703,18,Private,Never-married,Male,20,,<=50K
2704,21,Private,Never-married,Female,25,,<=50K
2705,40,Private,Divorced,Female,40,24426.507677945072,<=50K
2706,27,Local-gov,Married-civ-spouse,Male,50,28121.890210895057,<=50K
2707,52,Self-emp-not-inc,Married-civ-spouse,Male,45,34403.97964792226,>50K
2708,46,Private,Divorced,Female,30,20272.278767528802,<=50K
2709,23,Private,Never-married,Female,40,,<=50K
2710,50,Private,Married-civ-spouse,Male,45,16179.598348257869,>50K
2711,19,Private,Never-married,Male,50,,<=50K
2712,20,Private,Never-married,Male,40,,<=50K
2713,39,Private,Divorced,Female,40,24538.32989811197,>50K
2714,24,Private,Never-married,Male,35,,<=50K
2715,72,Private,Widowed,Female,40,31906.030416215384,<=50K
2716,42,State-gov,Married-civ-spouse,Female,20,23980.24563421996,>50K
2717,42,Private,Divorced,Male,45,27747.76387597889,<=50K
2718,51,Private,Divorced,Male,50,30210.1425807108,<=50K
2719,39,Private,Married-civ-spouse,Male,50,33483.55013408082,>50K
2720,40,Local-gov,Never-married,Female,35,33818.110871150944,<=50K
2721,34,Private,Married-civ-spouse,Male,50,26060.447613479748,>50K
2722,19,Private,Never-married,Male,40,,<=50K
2723,26,Private,Never-married,Female,40,35323.63720547607,<=50K
2724,45,Local-gov,Divorced,Female,50,46444.004226868565,>50K
2725,28,Private,Never-married,Female,40,25424.269295590766,>50K
2726,30,Federal-gov,Never-married,Male,40,30603.346702070558,>50K
2727,32,Private,Never-married,Female,40,31725.703297897664,<=50K
2728,19,Private,Never-married,Female,25,,<=50K
2729,21,Private,Never-married,Male,35,,<=50K
2730,54,Private,Married-civ-spouse,Female,20,31671.12057022102,<=50K
2731,62,Private,Married-civ-spouse,Male,30,43004.66130453763,>50K
2732,25,Private,Never-married,Male,48,,<=50K
2733,49,Self-emp-inc,Divorced,Female,32,29043.486625531215,<=50K
2734,32,Private,Married-civ-spouse,Male,40,47104.04406158457,>50K
2735,26,Private,Never-married,Male,40,33279.216465546306,<=50K
2736,37,Local-gov,Married-civ-spouse,Male,40,32000.51285921936,>50K
2737,58,Private,Divorced,Female,40,42753.55708937632,<=50K
2738,37,Private,Married-civ-spouse,Female,45,26449.837452275784,>50K
2739,41,Private,Never-married,Female,40,28151.73575636423,<=50K
2740,38,Private,Married-civ-spouse,Male,40,29325.504840831538,>50K
2741,47,State-gov,Married-civ-spouse,Male,40,45330.22470511486,<=50K
2742,42,Private,Divorced,Male,35,29163.796884303414,<=50K
2743,30,State-gov,Married-civ-spouse,Male,40,33669.95525747236,<=50K
2744,43,Private,Married-civ-spouse,Male,40,28480.946182462038,>50K
2745,34,Private,Married-civ-spouse,Male,40,27702.388442048978,<=50K
2746,57,Private,Divorced,Female,20,33719.344713228784,<=50K
2747,46,Private,Married-civ-spouse,Male,40,33517.709276610905,<=50K
2748,32,Private,Married-civ-spouse,Male,50,22509.286341241783,<=50K
2749,20,Private,Never-married,Female,20,,<=50K
2750,47,Private,Divorced,Male,50,23931.42692165982,<=50K
2751,55,,Divorced,Male,20,28093.518784595177,<=50K
2752,53,Self-emp-not-inc,Married-civ-spouse,Male,50,29791.78643846333,>50K
2753,43,Private,Married-civ-spouse,Male,50,33044.7664413873,>50K
2754,80,Self-emp-not-inc,Married-civ-spouse,Male,30,31378.786477065485,<=50K
2755,24,Private,Never-married,Female,40,,<=50K
2756,43,Local-gov,Married-civ-spouse,Male,50,25026.503383956602,>50K
2757,22,Private,Never-married,Male,40,,<=50K
2758,40,Private,Separated,Male,40,30954.37728608973,<=50K
2759,48,Private,Married-civ-spouse,Male,50,34130.172294886404,>50K
2760,56,,Married-civ-spouse,Male,25,33832.74194829961,<=50K
2761,34,,Divorced,Male,50,19948.22507441645,<=50K
2762,51,Private,Married-civ-spouse,Male,45,30907.072472624488,>50K
2763,24,Federal-gov,Never-married,Female,40,,<=50K
2764,19,Private,Never-married,Female,40,,<=50K
2765,34,Private,Divorced,Female,30,35090.61757701881,<=50K
2766,24,Private,Never-married,Male,40,,<=50K
2767,41,Private,Married-civ-spouse,Male,48,42644.28425197384,>50K
2768,24,Private,Divorced,Female,38,,<=50K
2769,22,Local-gov,Never-married,Male,40,,<=50K
2770,32,Federal-gov,Divorced,Female,40,34668.19926575,<=50K
2771,41,Private,Divorced,Female,50,22796.37187238669,<=50K
2772,20,Private,Never-married,Male,35,,<=50K
2773,31,Private,Never-married,Male,40,25477.45878179712,<=50K
2774,55,Private,Married-civ-spouse,Male,20,23729.321775475393,>50K
2775,49,State-gov,Married-civ-spouse,Male,50,29840.173599348556,>50K
2776,26,Private,Never-married,Male,40,42688.522681622766,<=50K
2777,27,Self-emp-not-inc,Divorced,Male,50,31592.58382770282,<=50K
2778,35,Private,Separated,Female,40,25725.470071869702,<=50K
2779,40,Private,Divorced,Male,50,48449.924183269075,<=50K
2780,59,Private,Married-civ-spouse,Male,34,31142.55483923267,<=50K
2781,61,Private,Married-civ-spouse,Male,45,45447.60446546853,>50K
2782,31,Private,Never-married,Female,40,32219.92001490456,<=50K
2783,43,Federal-gov,Divorced,Male,50,31324.064246312708,>50K
2784,61,Private,Never-married,Male,40,30863.56303829623,<=50K
2785,54,Private,Widowed,Female,30,31697.888163156662,<=50K
2786,30,Private,Married-civ-spouse,Male,50,28347.751968707424,<=50K
2787,20,Private,Never-married,Female,50,,<=50K
2788,27,State-gov,Never-married,Female,50,42160.7783117549,<=50K
2789,44,Self-emp-inc,Divorced,Male,50,21186.530919998968,<=50K
2790,64,Private,Widowed,Female,40,13442.920427961195,<=50K
2791,55,Private,Divorced,Female,40,29736.992960774605,<=50K
2792,34,Private,Divorced,Male,50,47958.38840569083,<=50K
2793,61,Private,Widowed,Female,35,28367.223034516683,<=50K
2794,28,Private,Married-civ-spouse,Male,40,27732.44913554306,<=50K
2795,34,Private,Divorced,Female,40,27904.022169903907,<=50K
2796,47,Self-emp-inc,Married-civ-spouse,Male,50,29141.069713867535,>50K
2797,26,Private,Never-married,Male,45,35432.47668213132,<=50K
2798,35,Private,Never-married,Male,40,27016.8452616382,<=50K
2799,36,Private,Married-civ-spouse,Male,38,26319.937161543963,<=50K
2800,47,Private,Married-civ-spouse,Male,40,21504.984649907296,>50K
2801,17,Private,Never-married,Female,25,,<=50K
2802,35,Private,Married-civ-spouse,Male,50,46465.55407304811,<=50K
2803,33,Private,Never-married,Male,20,28656.11762369607,<=50K
2804,25,Private,Married-civ-spouse,Female,40,,<=50K
2805,18,Private,Never-married,Male,20,,<=50K
2806,47,State-gov,Separated,Male,38,28872.40281170588,<=50K
2807,44,Private,Widowed,Female,30,30960.169596017946,<=50K
2808,41,Private,Divorced,Female,30,21461.236237385066,<=50K
2809,30,Private,Never-married,Female,40,27140.04611067649,<=50K
2810,53,Self-emp-not-inc,Married-civ-spouse,Male,50,30535.65642150373,<=50K
2811,53,Private,Widowed,Female,20,27836.59789911163,<=50K
2812,40,Private,Married-civ-spouse,Female,20,24384.847584370425,<=50K
2813,24,Private,Never-married,Male,24,,<=50K
2814,27,Private,Never-married,Male,40,45139.994630282796,<=50K
2815,50,Private,Married-civ-spouse,Male,37,29984.4251731975,<=50K
2816,36,Private,Married-civ-spouse,Male,50,34978.30019060802,<=50K
2817,41,Private,Married-civ-spouse,Male,40,27992.8003679541,>50K
2818,41,Private,Never-married,Female,40,25500.841058044818,<=50K
2819,31,Private,Never-married,Female,40,32656.272386570403,<=50K
2820,32,Federal-gov,Married-civ-spouse,Male,40,27914.022510638813,<=50K
2821,22,Private,Never-married,Male,48,,<=50K
2822,22,Private,Divorced,Male,40,,<=50K
2823,18,Local-gov,Never-married,Male,30,,<=50K
2824,39,Private,Married-civ-spouse,Male,30,31748.123321478393,<=50K
2825,38,Private,Married-civ-spouse,Female,50,31674.745006991303,<=50K
2826,35,State-gov,Married-civ-spouse,Male,40,33561.4094928944,<=50K
2827,23,Private,Never-married,Male,40,,<=50K
2828,54,Self-emp-not-inc,Married-civ-spouse,Male,40,11540.36836501852,>50K
2829,36,Private,Married-civ-spouse,Male,50,29022.313189948396,>50K
2830,63,Local-gov,Married-civ-spouse,Male,50,25068.730877641436,<=50K
