age,workclass,marital_status,sex,hours_per_week,capital,income
40,Private,Married,Female,40,30769.632682186424,<=50K
58,Private,Widowed,Male,40,27273.75038648671,<=50K
41,Private,Married,Male,40,29440.11016137717,<=50K
58,Self-emp-inc,Never-married,Male,47,29356.9751066558,<=50K
62,goverment,Married,Male,50,25524.735847510343,>50K
65,Self-emp-inc,Married,Male,50,44896.73242448903,>50K
40,Private,Never-married,Male,40,26604.893417873325,<=50K
45,goverment,Married,Male,40,23256.74379195488,>50K
63,goverment,Married,Male,50,23441.737434032733,>50K
39,Private,Married,Male,50,25848.562244372573,>50K
37,Private,Widowed,Male,40,24222.525414263968,<=50K
56,Private,Married,Male,50,33359.96600442693,<=50K
32,Private,Divorced,Male,50,30497.96849114072,<=50K
53,goverment,Married,Female,40,35790.777578359746,>50K
32,Private,Divorced,Male,40,46757.130141720656,<=50K
35,Private,Separated,Male,50,43648.73832120332,<=50K
51,Private,Married,Male,50,35793.09811974522,>50K
41,Private,Married,Male,40,30685.841264971197,<=50K
36,Private,Married,Male,40,19742.585913252817,>50K
45,Private,Married,Male,40,35017.13597698821,<=50K
44,Private,Married,Male,40,22458.39513071883,>50K
29,Private,Married,Male,40,25741.5136714728,>50K
36,Self-emp-not-inc,Married,Male,50,50412.37083412068,<=50K
62,Self-emp-not-inc,Married,Male,40,25686.217196371723,>50K
34,Private,Divorced,Female,45,34323.652020573674,<=50K
31,Private,Never-married,Female,50,18962.059713619903,>50K
37,Private,Married,Male,40,29342.339297068425,>50K
33,Private,Married,Male,40,35722.37373498148,<=50K
28,Private,Married,Male,30,23305.151528197344,<=50K
47,Private,Married,Male,40,27514.61557972504,>50K
34,Private,Married,Male,50,27658.93657494264,<=50K
26,Private,Married,Male,50,28404.841993566806,>50K
36,Private,Married,Male,44,23741.16241814292,>50K
28,Private,Never-married,Male,40,29667.609605364614,<=50K
47,Private,Separated,Female,35,27363.40076876029,<=50K
33,Private,Never-married,Male,45,33673.016599987386,<=50K
34,Self-emp-inc,Separated,Female,40,47083.650787838014,>50K
37,Private,Married,Male,50,27937.434203116445,<=50K
36,goverment,Married,Male,40,29224.5455768356,<=50K
61,goverment,Separated,Male,30,20777.250821013226,<=50K
57,Private,Married,Male,40,46217.57496601006,<=50K
55,Private,Never-married,Male,40,33392.98125276664,<=50K
43,Private,Never-married,Female,44,21511.273468059844,<=50K
54,Private,Married,Male,40,23674.58621244067,>50K
42,Private,Divorced,Male,40,29285.60438334776,<=50K
63,Private,Married,Female,40,27536.703895967235,<=50K
56,Self-emp-inc,Married,Male,50,35176.341794270724,>50K
33,Self-emp-not-inc,Married,Male,45,44729.60392237241,>50K
37,Private,Married,Male,50,18000.552290436684,<=50K
27,Private,Married,Male,45,43571.12133991939,<=50K
36,goverment,Married,Male,40,31674.852903891788,<=50K
30,Self-emp-inc,Married,Male,50,49385.56256835876,>50K
35,Private,Married,Male,40,25017.92637851605,<=50K
53,Private,Never-married,Female,50,47290.230044072734,>50K
34,Private,Divorced,Male,30,31921.25643831974,<=50K
32,goverment,Never-married,Female,40,47193.13824493773,<=50K
70,Private,Married,Male,25,22725.402376319045,<=50K
57,Private,Married,Male,40,25493.33026408996,>50K
54,Private,Married,Male,50,27291.848657306804,<=50K
34,Private,Married,Male,40,29322.556034799512,<=50K
48,Private,Married,Male,40,29155.301121069388,>50K
42,Private,Married,Female,40,35412.77829816698,<=50K
45,Private,Never-married,Male,40,43645.39446610506,<=50K
27,Private,Never-married,Male,40,35601.07398007314,<=50K
51,Private,Married,Male,40,31818.21078399135,<=50K
36,goverment,Divorced,Female,50,48770.1553985052,<=50K
33,Private,Never-married,Male,40,23199.463278439423,<=50K
50,Private,Never-married,Male,40,25054.07523998987,<=50K
44,Private,Divorced,Male,50,24948.58649511773,>50K
39,goverment,Married,Male,40,23367.063059230997,>50K
55,Self-emp-not-inc,Married,Male,25,32948.48857251228,<=50K
35,Private,Never-married,Male,40,28036.73107609299,<=50K
32,Self-emp-not-inc,Married,Male,40,32164.885914149814,<=50K
68,Private,Widowed,Female,30,47526.72992552343,<=50K
29,Private,Married,Male,50,26862.931267558724,<=50K
61,Private,Married,Male,40,50330.9856671283,<=50K
34,Private,Married,Male,44,33673.15566859413,>50K
55,Self-emp-inc,Married,Male,35,35922.97289951903,>50K
41,Private,Never-married,Female,40,24649.46711754996,<=50K
36,Self-emp-not-inc,Married,Male,50,26218.821408024305,<=50K
60,Private,Married,Male,40,35289.051100622055,>50K
61,Self-emp-not-inc,Married,Male,50,27797.83399067784,>50K
35,Private,Married,Male,35,31514.07556788195,<=50K
42,goverment,Married,Male,50,32052.95684681529,>50K
26,Private,Never-married,Male,40,50280.83832636144,<=50K
44,goverment,Never-married,Female,40,32574.21523283792,<=50K
31,goverment,Never-married,Male,25,24954.70743621932,<=50K
39,goverment,Never-married,Male,40,32803.546002034935,<=50K
32,Self-emp-inc,Married,Male,40,44043.97294379346,<=50K
32,Self-emp-not-inc,Married,Male,40,46955.79403847389,<=50K
61,Private,Married,Male,20,44042.59723267329,<=50K
54,goverment,Divorced,Female,40,31310.53565407127,<=50K
31,Private,Married,Male,40,28372.877548246463,<=50K
35,Private,Married,Male,40,30676.00403960479,<=50K
29,Private,Divorced,Female,25,26848.693927097884,<=50K
29,goverment,Never-married,Female,40,25376.117629693457,<=50K
46,Private,Divorced,Female,40,23583.286108655146,<=50K
35,Private,Never-married,Female,30,30327.130719418336,<=50K
48,Private,Divorced,Female,37,32074.11251364864,<=50K
37,Private,Divorced,Female,40,35381.53703670353,<=50K
60,Self-emp-not-inc,Married,Male,40,24705.96867952788,<=50K
39,Private,Married,Male,40,26327.48719648623,<=50K
29,goverment,Separated,Female,38,44451.20418842164,<=50K
31,Self-emp-not-inc,Divorced,Male,20,27067.608530514837,<=50K
38,Private,Married,Male,40,51278.98429044579,>50K
26,Self-emp-not-inc,Never-married,Male,40,21971.645418501997,<=50K
64,Private,Married,Male,40,27809.080893959475,>50K
46,Private,Divorced,Male,40,34068.846454791434,<=50K
39,Private,Married,Male,44,26821.564071712164,>50K
48,Private,Divorced,Female,50,20475.375139218057,<=50K
46,Private,Divorced,Female,40,32056.515669739405,<=50K
42,Private,Divorced,Male,40,34593.152388770686,<=50K
39,Self-emp-not-inc,Married,Female,50,26348.937766749223,>50K
50,goverment,Married,Male,40,32971.91479003114,>50K
30,Private,Married,Female,40,25090.6432419533,>50K
39,Self-emp-inc,Married,Male,50,32802.78753973223,>50K
29,Self-emp-not-inc,Married,Male,40,31464.502330451785,<=50K
32,Private,Separated,Male,40,25526.148538494173,<=50K
69,Self-emp-inc,Married,Male,30,21525.995026989684,<=50K
55,Private,Separated,Male,40,29381.756116744884,<=50K
41,Private,Married,Male,50,32783.11063585518,<=50K
44,Self-emp-inc,Married,Male,50,45771.74752433594,>50K
74,Self-emp-not-inc,Married,Male,20,49576.55197050016,<=50K
40,Private,Married,Male,40,42919.3108614074,>50K
27,Private,Married,Male,40,22970.079210832348,<=50K
55,Private,Divorced,Female,40,19679.52151769365,<=50K
52,Self-emp-not-inc,Married,Male,40,43542.857713117,<=50K
54,Private,Divorced,Female,48,33430.40471662145,<=50K
36,Private,Divorced,Male,48,19403.001676735432,<=50K
26,Private,Never-married,Female,40,25199.685200842097,<=50K
38,Private,Divorced,Male,50,23733.08321710588,<=50K
50,Private,Married,Male,40,33314.70518820732,>50K
32,Private,Married,Male,50,23643.289003324044,>50K
57,Private,Married,Male,40,35760.98299970232,>50K
27,Private,Never-married,Female,40,22925.820768259942,<=50K
31,Self-emp-not-inc,Married,Male,50,45404.5476575757,<=50K
60,Private,Divorced,Female,40,28162.31954991028,<=50K
52,Private,Divorced,Female,50,43461.58246344562,<=50K
61,Private,Married,Male,40,31236.500724829595,<=50K
57,Self-emp-not-inc,Widowed,Male,50,26572.1536140126,>50K
59,Self-emp-not-inc,Married,Male,25,27955.6381720229,<=50K
34,Self-emp-not-inc,Never-married,Male,45,34660.513551558724,>50K
31,Private,Married,Male,50,27508.25306039756,>50K
42,Private,Divorced,Male,35,33111.49463891621,<=50K
70,Private,Never-married,Female,20,30858.07730105262,<=50K
47,Private,Married,Male,40,30864.660532043068,>50K
29,Private,Married,Male,45,29756.63079025829,>50K
27,Private,Never-married,Male,40,28348.61159932024,<=50K
51,Private,Married,Male,50,27424.871129413343,>50K
28,Private,Never-married,Female,40,29819.327831366307,<=50K
35,Private,Married,Male,40,28440.53595732905,<=50K
36,Self-emp-not-inc,Married,Male,50,19783.298260500087,>50K
46,Private,Married,Male,40,20030.87017171141,<=50K
52,Private,Separated,Female,35,27194.44680641891,<=50K
65,Private,Married,Male,40,22977.850526574475,<=50K
43,Private,Divorced,Male,40,52768.615241362495,<=50K
41,goverment,Divorced,Female,40,44197.49799700012,<=50K
34,Private,Never-married,Female,45,33861.8278487967,<=50K
47,Self-emp-not-inc,Married,Male,30,27202.90667744451,<=50K
49,goverment,Never-married,Male,50,45876.96467532894,>50K
27,Private,Never-married,Male,40,29610.456741450613,<=50K
34,Self-emp-not-inc,Married,Male,50,27910.44850197081,<=50K
38,Private,Divorced,Female,40,24141.402668943345,<=50K
34,Private,Never-married,Male,50,30936.15643104575,<=50K
47,Private,Married,Male,50,25303.83745776728,>50K
27,goverment,Separated,Female,40,23453.224846614045,<=50K
63,Private,Widowed,Female,20,54991.64947601495,<=50K
34,Private,Married,Male,40,34881.72609285107,>50K
54,Private,Widowed,Male,40,30904.750284380807,<=50K
35,Private,Divorced,Female,50,25875.66349706568,<=50K
26,Private,Never-married,Female,35,28069.255333712223,<=50K
59,goverment,Divorced,Female,40,33894.61110425785,<=50K
43,Private,Married,Female,40,32457.156754707168,<=50K
41,Private,Married,Male,40,25750.178073263087,<=50K
51,Private,Married,Male,40,23191.1731065555,<=50K
27,Private,Never-married,Female,40,26350.51173883094,<=50K
36,Private,Married,Male,40,28469.453390171184,<=50K
55,Private,Married,Male,50,20910.46280139194,>50K
58,goverment,Married,Male,40,29833.15561915871,<=50K
43,Private,Married,Female,20,50856.06801626478,<=50K
39,Private,Married,Female,20,30296.72113434724,>50K
40,Private,Never-married,Female,40,25943.39701750425,<=50K
46,Private,Divorced,Male,45,27712.66665518282,<=50K
54,goverment,Never-married,Female,20,35222.80999472865,<=50K
29,Self-emp-not-inc,Never-married,Male,50,30136.74740863585,<=50K
56,Self-emp-inc,Married,Male,50,23195.51935266388,>50K
34,Private,Separated,Male,40,29485.893015798785,<=50K
56,Private,Divorced,Female,40,23883.536178467017,<=50K
34,Private,Married,Male,50,25330.596259613685,>50K
32,Self-emp-inc,Married,Male,50,44694.614072158845,>50K
48,Private,Divorced,Female,50,27328.94169851172,<=50K
47,Private,Married,Male,25,50176.5794025721,<=50K
52,Private,Married,Male,50,20196.85560408905,>50K
40,Private,Married,Female,40,29900.954344563936,<=50K
28,Private,Married,Male,50,13934.54235751236,<=50K
41,Private,Married,Male,50,28818.874822802296,>50K
57,Private,Divorced,Male,40,21307.20185035564,<=50K
51,Private,Divorced,Female,40,31339.79298389671,<=50K
36,Private,Married,Male,45,29046.54054964344,<=50K
33,Private,Married,Male,50,31061.124341819774,>50K
46,Private,Married,Male,45,26086.150966141955,>50K
50,Private,Divorced,Female,40,24205.975009721165,<=50K
33,Private,Married,Male,40,25044.46861663652,<=50K
77,Self-emp-not-inc,Never-married,Male,20,34259.5062824946,<=50K
39,Private,Never-married,Male,50,27100.263442849748,>50K
35,Private,Divorced,Female,24,34686.71238690841,<=50K
37,Private,Divorced,Female,45,24868.63713263858,>50K
41,Private,Married,Male,50,25660.24422921452,>50K
60,Private,Married,Male,35,20568.45251435476,>50K
32,Private,Never-married,Male,50,35474.04126420646,<=50K
56,goverment,Married,Male,40,23669.0041413057,<=50K
45,goverment,Divorced,Female,40,23823.679248212156,<=50K
31,Private,Married,Male,40,26902.417886889198,<=50K
45,Private,Married,Male,50,30733.418659775085,>50K
45,goverment,Married,Male,40,24713.16691568935,<=50K
31,goverment,Married,Male,40,26325.294248930997,<=50K
41,Private,Married,Male,40,29933.39223045615,>50K
74,Private,Widowed,Female,20,45444.438514009096,<=50K
27,Private,Never-married,Male,40,35438.39397463792,<=50K
31,Private,Married,Male,40,25575.892752044296,>50K
40,Self-emp-inc,Married,Male,40,48234.42554442515,<=50K
41,goverment,Married,Male,40,25150.747237831853,>50K
42,Private,Married,Male,50,27661.360224868306,<=50K
42,Private,Married,Male,50,23669.541397043264,>50K
45,Self-emp-not-inc,Married,Male,50,26578.64696346552,<=50K
52,goverment,Married,Male,40,29963.70514720191,>50K
34,Private,Divorced,Male,40,24668.24233290994,<=50K
32,Private,Never-married,Male,50,29954.34452456461,<=50K
54,Private,Married,Male,45,28597.710246863287,<=50K
42,goverment,Never-married,Male,40,33928.88663444704,<=50K
32,Private,Married,Male,40,27384.568606586752,>50K
55,Self-emp-inc,Married,Male,50,46363.0476533853,>50K
52,goverment,Married,Male,40,35927.99355436552,<=50K
33,Private,Married,Female,40,27125.462727083264,>50K
28,Private,Never-married,Female,40,33283.95169701591,<=50K
27,Self-emp-not-inc,Married,Male,40,28000.017309454597,<=50K
42,goverment,Divorced,Female,50,31039.547004182008,<=50K
27,Self-emp-inc,Never-married,Female,45,46510.65900314937,<=50K
47,Private,Married,Male,40,35368.75757076006,>50K
46,Private,Married,Male,40,24901.465650826143,<=50K
55,Self-emp-not-inc,Widowed,Female,25,28601.36695908997,<=50K
50,Private,Married,Male,49,28858.080667226062,<=50K
32,Private,Never-married,Female,50,30092.333714828583,<=50K
28,Private,Married,Female,40,29471.162174568857,<=50K
43,Private,Married,Male,50,32256.772141525213,<=50K
34,Private,Married,Male,40,32759.72591742884,>50K
37,Private,Married,Male,50,34817.319855679074,<=50K
27,Private,Never-married,Female,40,27645.772934518543,<=50K
31,Private,Widowed,Female,40,24719.696919951617,<=50K
49,Private,Married,Male,50,43225.87735064876,<=50K
26,goverment,Married,Male,50,44792.28400075381,<=50K
48,Private,Married,Male,45,26162.973696968125,>50K
39,Private,Married,Male,40,31919.796524113568,<=50K
41,Private,Separated,Female,40,34716.79248862138,<=50K
48,goverment,Divorced,Female,50,22992.105412407796,>50K
40,Private,Divorced,Female,40,44438.46839907394,>50K
70,Private,Married,Male,50,31837.05864765303,>50K
38,Private,Married,Male,50,30548.809361693635,<=50K
37,Self-emp-not-inc,Separated,Female,40,41815.51546441641,<=50K
49,Private,Widowed,Female,40,23643.94573376467,>50K
51,Private,Married,Male,40,31450.33892412164,>50K
43,Private,Never-married,Male,40,33596.96719148346,<=50K
38,Private,Never-married,Male,50,29261.42464714442,<=50K
34,Private,Married,Male,40,35173.39103050322,<=50K
33,Private,Never-married,Male,40,29419.62811861356,<=50K
31,Private,Never-married,Female,45,22163.73497405758,<=50K
64,Private,Widowed,Female,40,31175.989423746007,<=50K
26,goverment,Married,Male,28,35886.9399536776,<=50K
55,Private,Married,Male,40,30758.072025249385,<=50K
61,goverment,Married,Male,40,26122.52471538025,<=50K
37,Private,Married,Male,40,34125.53653785937,>50K
78,goverment,Married,Male,20,23533.43458857147,<=50K
27,goverment,Never-married,Female,40,32233.70581680721,<=50K
49,Private,Divorced,Male,42,27341.62514603627,<=50K
55,goverment,Married,Male,45,31512.70865224726,>50K
42,Private,Married,Male,50,25221.158953644845,<=50K
61,Private,Married,Male,40,17455.83303880877,<=50K
64,Self-emp-not-inc,Married,Male,20,30623.638019476683,<=50K
46,goverment,Married,Male,40,29002.1180280363,<=50K
27,Private,Married,Male,50,25554.480573199147,<=50K
47,Private,Married,Male,50,23289.29771691139,>50K
48,Private,Married,Male,50,35283.53758018115,<=50K
50,Self-emp-not-inc,Divorced,Male,40,33553.189238883395,<=50K
40,goverment,Divorced,Female,45,32018.460510354635,<=50K
56,Self-emp-not-inc,Divorced,Male,40,30441.43618118771,<=50K
34,Private,Never-married,Female,40,30392.884629764107,<=50K
56,goverment,Married,Male,40,28205.59611585198,<=50K
40,Private,Divorced,Female,40,24426.507677945072,<=50K
27,goverment,Married,Male,50,28121.890210895057,<=50K
52,Self-emp-not-inc,Married,Male,45,34403.97964792226,>50K
46,Private,Divorced,Female,30,20272.2787675288,<=50K
50,Private,Married,Male,45,16179.598348257869,>50K
39,Private,Divorced,Female,40,24538.32989811197,>50K
72,Private,Widowed,Female,40,31906.030416215384,<=50K
42,goverment,Married,Female,20,23980.24563421996,>50K
42,Private,Divorced,Male,45,27747.76387597889,<=50K
51,Private,Divorced,Male,50,30210.1425807108,<=50K
39,Private,Married,Male,50,33483.55013408082,>50K
40,goverment,Never-married,Female,35,33818.110871150944,<=50K
34,Private,Married,Male,50,26060.447613479748,>50K
26,Private,Never-married,Female,40,35323.63720547607,<=50K
45,goverment,Divorced,Female,50,46444.004226868565,>50K
28,Private,Never-married,Female,40,25424.26929559077,>50K
30,goverment,Never-married,Male,40,30603.34670207056,>50K
32,Private,Never-married,Female,40,31725.703297897664,<=50K
54,Private,Married,Female,20,31671.12057022102,<=50K
62,Private,Married,Male,30,43004.66130453763,>50K
49,Self-emp-inc,Divorced,Female,32,29043.48662553121,<=50K
32,Private,Married,Male,40,47104.04406158457,>50K
26,Private,Never-married,Male,40,33279.216465546306,<=50K
37,goverment,Married,Male,40,32000.51285921936,>50K
58,Private,Divorced,Female,40,42753.55708937632,<=50K
37,Private,Married,Female,45,26449.837452275784,>50K
41,Private,Never-married,Female,40,28151.73575636423,<=50K
38,Private,Married,Male,40,29325.504840831534,>50K
47,goverment,Married,Male,40,45330.22470511486,<=50K
42,Private,Divorced,Male,35,29163.79688430341,<=50K
30,goverment,Married,Male,40,33669.95525747236,<=50K
43,Private,Married,Male,40,28480.94618246204,>50K
34,Private,Married,Male,40,27702.388442048978,<=50K
57,Private,Divorced,Female,20,33719.344713228784,<=50K
46,Private,Married,Male,40,33517.709276610905,<=50K
32,Private,Married,Male,50,22509.286341241783,<=50K
47,Private,Divorced,Male,50,23931.42692165982,<=50K
53,Self-emp-not-inc,Married,Male,50,29791.78643846333,>50K
43,Private,Married,Male,50,33044.7664413873,>50K
80,Self-emp-not-inc,Married,Male,30,31378.786477065485,<=50K
43,goverment,Married,Male,50,25026.5033839566,>50K
40,Private,Separated,Male,40,30954.37728608973,<=50K
48,Private,Married,Male,50,34130.172294886404,>50K
51,Private,Married,Male,45,30907.072472624488,>50K
34,Private,Divorced,Female,30,35090.61757701881,<=50K
41,Private,Married,Male,48,42644.28425197384,>50K
32,goverment,Divorced,Female,40,34668.19926575,<=50K
41,Private,Divorced,Female,50,22796.37187238669,<=50K
31,Private,Never-married,Male,40,25477.45878179712,<=50K
55,Private,Married,Male,20,23729.321775475397,>50K
49,goverment,Married,Male,50,29840.17359934856,>50K
26,Private,Never-married,Male,40,42688.522681622766,<=50K
27,Self-emp-not-inc,Divorced,Male,50,31592.58382770282,<=50K
35,Private,Separated,Female,40,25725.470071869702,<=50K
40,Private,Divorced,Male,50,48449.92418326908,<=50K
59,Private,Married,Male,34,31142.55483923267,<=50K
61,Private,Married,Male,45,45447.60446546853,>50K
31,Private,Never-married,Female,40,32219.92001490456,<=50K
43,goverment,Divorced,Male,50,31324.064246312708,>50K
61,Private,Never-married,Male,40,30863.56303829623,<=50K
54,Private,Widowed,Female,30,31697.888163156666,<=50K
30,Private,Married,Male,50,28347.751968707424,<=50K
27,goverment,Never-married,Female,50,42160.7783117549,<=50K
44,Self-emp-inc,Divorced,Male,50,21186.530919998968,<=50K
64,Private,Widowed,Female,40,13442.920427961197,<=50K
55,Private,Divorced,Female,40,29736.992960774605,<=50K
34,Private,Divorced,Male,50,47958.38840569083,<=50K
61,Private,Widowed,Female,35,28367.223034516683,<=50K
28,Private,Married,Male,40,27732.44913554306,<=50K
34,Private,Divorced,Female,40,27904.022169903907,<=50K
47,Self-emp-inc,Married,Male,50,29141.06971386753,>50K
26,Private,Never-married,Male,45,35432.47668213132,<=50K
35,Private,Never-married,Male,40,27016.8452616382,<=50K
36,Private,Married,Male,38,26319.937161543963,<=50K
47,Private,Married,Male,40,21504.984649907296,>50K
35,Private,Married,Male,50,46465.55407304811,<=50K
33,Private,Never-married,Male,20,28656.11762369607,<=50K
47,goverment,Separated,Male,38,28872.40281170588,<=50K
44,Private,Widowed,Female,30,30960.169596017942,<=50K
41,Private,Divorced,Female,30,21461.236237385063,<=50K
30,Private,Never-married,Female,40,27140.04611067649,<=50K
53,Self-emp-not-inc,Married,Male,50,30535.65642150373,<=50K
53,Private,Widowed,Female,20,27836.59789911163,<=50K
40,Private,Married,Female,20,24384.847584370425,<=50K
27,Private,Never-married,Male,40,45139.9946302828,<=50K
50,Private,Married,Male,37,29984.4251731975,<=50K
36,Private,Married,Male,50,34978.30019060802,<=50K
41,Private,Married,Male,40,27992.8003679541,>50K
41,Private,Never-married,Female,40,25500.841058044814,<=50K
31,Private,Never-married,Female,40,32656.272386570403,<=50K
32,goverment,Married,Male,40,27914.022510638813,<=50K
39,Private,Married,Male,30,31748.123321478397,<=50K
38,Private,Married,Female,50,31674.745006991303,<=50K
35,goverment,Married,Male,40,33561.4094928944,<=50K
54,Self-emp-not-inc,Married,Male,40,11540.36836501852,>50K
36,Private,Married,Male,50,29022.3131899484,>50K
63,goverment,Married,Male,50,25068.73087764144,<=50K
39,Private,Married,Male,48,51948.6113551928,<=50K
57,Self-emp-not-inc,Married,Male,50,33938.68825368729,>50K
58,Self-emp-inc,Married,Male,50,27930.450913725374,>50K
29,Private,Never-married,Female,40,43688.61745194143,<=50K
40,Private,Divorced,Male,40,24883.022054667337,<=50K
69,Self-emp-not-inc,Married,Female,20,20830.83374187608,<=50K
28,Private,Divorced,Female,40,27959.15178468729,<=50K
38,Private,Married,Male,40,23268.528642677,<=50K
44,Private,Never-married,Male,40,34313.07199591757,>50K
45,goverment,Divorced,Female,40,22589.07279796233,<=50K
33,goverment,Married,Male,40,26268.991073260622,<=50K
41,goverment,Married,Male,40,30311.34143117104,>50K
37,Self-emp-inc,Married,Male,50,29847.867547582748,>50K
50,Private,Married,Male,45,31491.14324038788,>50K
48,Private,Married,Male,50,35861.39435125617,<=50K
36,Private,Married,Male,50,41615.24198701751,>50K
37,Private,Married,Male,40,33468.311398131096,<=50K
54,Self-emp-not-inc,Married,Female,30,25722.378166449824,<=50K
28,Private,Separated,Female,40,26158.796819126823,<=50K
27,Private,Never-married,Male,40,34571.88175019344,<=50K
33,Private,Never-married,Female,40,33049.5968899129,<=50K
40,Self-emp-not-inc,Never-married,Male,45,23329.50859767022,>50K
47,Private,Married,Male,40,29193.179407211675,>50K
44,Private,Never-married,Female,40,15813.707411662015,<=50K
35,Private,Married,Male,50,35133.13118745602,<=50K
29,Private,Married,Female,25,45532.887386008326,<=50K
30,Private,Divorced,Male,40,28801.3836837353,<=50K
30,Private,Married,Male,40,41784.94952138566,<=50K
56,Self-emp-not-inc,Divorced,Female,40,41523.25857539347,<=50K
28,Private,Never-married,Male,40,30925.63883049456,<=50K
43,Self-emp-not-inc,Married,Male,40,19201.07741651171,<=50K
47,goverment,Married,Male,50,35623.27949334286,>50K
46,Self-emp-not-inc,Married,Male,40,32969.80921977632,<=50K
41,goverment,Divorced,Female,35,25941.110371694645,<=50K
38,goverment,Married,Female,33,22830.93576607184,>50K
29,Private,Never-married,Male,40,45845.22396214242,<=50K
56,Private,Married,Male,45,20991.29828595948,<=50K
31,Private,Married,Male,40,34632.17082396797,<=50K
31,Private,Never-married,Male,40,22533.15899621949,<=50K
28,Private,Separated,Female,40,27242.829335485538,<=50K
53,Private,Married,Male,40,24064.28923528487,<=50K
45,Private,Divorced,Female,50,31843.424669561864,>50K
71,Private,Widowed,Male,20,46580.60653317988,<=50K
39,Private,Married,Male,50,43780.8366581155,>50K
34,goverment,Divorced,Female,40,35448.5582418749,<=50K
36,Private,Married,Male,45,33302.81897489677,<=50K
40,Private,Married,Female,40,33022.06259871866,<=50K
90,Private,Separated,Female,40,29125.718510529965,<=50K
56,Private,Married,Male,20,29458.785260561148,<=50K
48,Private,Married,Male,45,28803.87151429094,>50K
45,Private,Separated,Female,27,48070.50772117615,<=50K
46,Private,Married,Male,40,35135.0333396092,>50K
64,Private,Separated,Female,35,35930.863255232565,<=50K
29,goverment,Never-married,Male,40,25494.229348632456,<=50K
47,Private,Married,Male,48,22987.6198734888,>50K
67,Self-emp-inc,Married,Male,50,44126.46214982082,>50K
43,Private,Married,Male,40,28293.05635562882,<=50K
42,Private,Married,Male,40,27500.44232902414,<=50K
31,Private,Married,Male,50,34976.30412351691,<=50K
53,Private,Divorced,Female,40,30782.44661285115,<=50K
81,Private,Widowed,Female,20,18517.376913452277,<=50K
33,goverment,Divorced,Female,40,29360.336462225903,<=50K
55,Self-emp-inc,Married,Male,50,27799.59201801538,>50K
28,Private,Never-married,Male,30,45841.23640487705,<=50K
40,Private,Separated,Female,45,45547.281836318485,<=50K
30,goverment,Never-married,Female,40,33282.86893682595,<=50K
26,Private,Married,Female,40,24970.6719558944,<=50K
38,Private,Divorced,Female,38,28111.875004478257,<=50K
30,Private,Married,Male,40,43568.25994415366,>50K
33,Private,Married,Male,50,25790.630469002423,<=50K
40,Private,Married,Male,50,45726.0302986813,>50K
63,Self-emp-not-inc,Married,Male,50,23212.86742349393,<=50K
56,Private,Divorced,Male,40,31727.57304871275,<=50K
42,Self-emp-not-inc,Married,Male,50,35910.28034457076,<=50K
40,Private,Never-married,Male,40,30096.64119085022,<=50K
49,Private,Married,Female,40,53661.93134857869,>50K
35,Private,Married,Male,40,35355.48842136936,<=50K
52,Private,Divorced,Female,35,28117.30834483088,<=50K
28,Private,Never-married,Female,40,27992.803241834245,<=50K
35,Private,Married,Male,50,47841.63948930889,<=50K
43,Self-emp-not-inc,Never-married,Male,35,26029.01958958071,<=50K
29,Self-emp-not-inc,Never-married,Male,50,28037.27928818962,>50K
50,goverment,Married,Male,48,43781.732758379454,<=50K
34,Private,Never-married,Male,40,30767.77258534164,<=50K
47,Private,Married,Female,40,26381.469379837807,<=50K
37,Self-emp-not-inc,Married,Male,40,35225.02261852,<=50K
75,Private,Married,Male,35,31620.720489721924,>50K
28,goverment,Never-married,Male,20,21505.907155779947,<=50K
31,Private,Never-married,Male,40,29853.52298831069,<=50K
31,Private,Never-married,Female,35,26551.66535021336,<=50K
45,Private,Married,Male,50,24308.82882691823,>50K
31,Private,Never-married,Male,42,26474.888291831187,<=50K
27,Private,Married,Male,42,27556.969010151905,>50K
48,Private,Widowed,Female,38,46272.62624214169,<=50K
34,Private,Married,Male,30,52719.41957444081,<=50K
26,Private,Never-married,Female,40,34338.27069664904,<=50K
53,Private,Married,Male,40,18033.6374692254,<=50K
60,Private,Married,Male,35,34529.35416012362,>50K
49,goverment,Separated,Female,50,33236.2299880855,<=50K
40,Private,Divorced,Female,40,27690.446314101187,<=50K
48,Self-emp-inc,Married,Male,50,23937.09977725589,<=50K
42,Private,Married,Male,40,35904.63537208927,>50K
37,Self-emp-not-inc,Never-married,Male,50,27972.218384293265,<=50K
27,Private,Never-married,Female,45,42284.84131483969,<=50K
38,Private,Married,Male,44,27256.401859211102,>50K
27,Private,Never-married,Male,35,25357.136783854465,<=50K
75,Private,Widowed,Female,40,33166.740998971014,<=50K
49,Self-emp-inc,Married,Male,50,25440.815316249536,>50K
27,Private,Never-married,Male,20,46596.57480581593,<=50K
36,Self-emp-not-inc,Never-married,Male,50,35677.57860705457,<=50K
36,Private,Married,Male,45,51334.71705136742,>50K
35,Private,Divorced,Male,35,16689.58946427876,<=50K
36,Private,Married,Male,40,24003.32469597214,>50K
53,Private,Married,Male,40,28023.434543577598,<=50K
27,Private,Never-married,Female,40,31296.53731682225,<=50K
34,Private,Divorced,Male,35,31643.612715119445,<=50K
61,Private,Married,Male,44,20545.307289212265,>50K
29,Private,Divorced,Male,50,29514.85760379897,<=50K
